Word,POS,Prefer
sacrilege,,s'akr@lIdZ
sacrilegious,,B
sade,,D
sadhu,,P
Sagan,,D
said,,B
Sakhalin,,s'ak@li:n
salal,,P
salinas,,P
Salisbury,,s'O:lzbEri:
Salishan,,P
Salish,,P
saltigrade,,s'altIgreId
saltire,,s'altaI@`
salt,,s'O:lt
saluki,,P
salutary,,s'alj@tEri:
samadhi,,P
Samoyedic,,P
samurai,,P
Sandinista,,P
sanitary,,P
Sankhya,,P
santeria,,sAnt@`'i:@
Saracen,,s'ara#s@n
Sarawak,,P
sardine,,A
Sardis,,P
sardonically,,sArd'QnIklli:
sardonyx,,P
Sarmatia,,P
saturn,,P
satyriasis,,P
satyr,,P
saussurite,,s'O:s@`aIt
saussuritic,,sO:s@`'ItIk
saute,,P
sawder,,A
sayyid,,P
scabies,,P
scabiosa,,D
scarabaeid,,P
scarabaeoid,,P
scarab,,P
schedule,,S'EdZu:l
schemata,,sk'i:mat@
Schiaparelli,,D
schistose,,P
schizogenetic,,P
schizogenous,,skIz'QdZ@n@s
schizopodous,,skIz'Qp@d@s
schizopod,,sk'Iz@pQd
schnorr,,D
schnorrer,,P
schorlaceous,,P
schorl,,P
schottische,,S'QtIS
Schrecklichkeit,,P
schrik,,D
schutzstaffel,,S'UtsStAf@l
sciaenid,,P
sciaenoid,,P
sciurine,,P
sclera,,skl'i@@
sclerema,,P
sclerenchyma,,P
sclerenchymatous,,P
scleriasis,,B
sclerocauly,,D
scleroderma,,P
sclerodermatous,,P
scleroid,,skl'i@OId
scleroma,,P
sclerometer,,P
sclerophyllous,,P
sclerophyll,,P
sclerophylly,,P
scleroprotein,,skli:r@pr'oUti:n
sclerosed,,sklIr'oUsd
sclerosis,,P
sclerotial,,P
sclerotic,,P
sclerotization,,skli@@tIz'eIS@n
sclerous,,P
scolices,,P
scrupulous,,skr'u:pj@l@s
scythe,,B
seance,,A
seasonality,,B
sebacic,,P
sebiferous,,P
secede,,P
secession,,P
seclude,,B
secretary,,P
secretin,,P
secretion,,B
secretive,,s'i:krItIv
secret,,P
securitization,,B
sedition,,P
seditious,,P
sedulity,,sId'U:lIti:
segregate,,B
seif,,B
seigneurial,,P
seigneur,,si:nj'3:
seigniorage,,s'i:nj@`IdZ
seignior,,P
seigniory,,si:nj@`i:
seisure,,D
select,,B
selection,,B
selective,,B
Selkirk,,B
semantician,,sImant'IS@n
semantic,,P
semeiology,,si:mi:'Ql@dZi:
semeiotic,,si:mi:'QtIk
Semele,,P
seminary,,A
senesce,,P
senhora,,sInj'or@
senora,,seInj'or@
sensual,,A
sensuality,,A
separate,n,P
septemvirate,,P
septuagenarian,,P
septuor,,D
sepulcher,,P
sequacious,,P
sequestrate,,P
sequin,,P
sequoia,,P
Sequoya,,P
serac,,sIr'ak
seraglio,,P
serail,,P
serai,,P
Serajevo,,sEr@j'eIvoU
seral,,P
serang,,P
serape,,s@`'Api:
serdab,,P
seriatim,,si@I'eItIm
seric,,B
serological,,si@@l'QdZIk@l
serologist,,sIr'Ql@dZIst
serology,,sIr'Ql@dZi:
serosa,,P
serosity,,P
serous,,P
ser,,P
serpentinization,,s3:p@nti:nIz'eIS@n
serpentinize,,P
serpiginous,,P
serpigo,,P
serran,,D
serrate,,B
serr,,D
setaceous,,P
setiferous,,P
setose,,P
severe,,s@v'i:r
sexagenarian,,P
sexagenary,,P
sha,,D
Shakhty,,P
shako,,B
shaman,,S'Am@n
shamateur,,S'am@tSUr
shanti,,S'Anti:
Shavian,,P
shavie,,P
shew,,B
Shiite,,P
shireman,,D
shogunate,,P
Sholokhov,,S'O:l@kQf
Shropshire,,Sr'QpSi@
shuln,,P
shul,,P
sids,,D
sieger,,D
Sienkiewicz,,D
sierra,,A
siglos,,P
signatory,,A
signor,,s'i:njor
silkaline,,P
Simeon,,P
simi,,D
simulant,,s'Imj@l@nt
simulatory,,s'Imj@l@tori:
Sinaloa,,P
singularity,,sINgj@l'arIti:
Sining,,S'i:nIN
sinuous,,B
sinusoidal,,saIn@s'OId@l
Siracusa,,D
Sisyphus,,B
sitar,,P
sitatunga,,P
sitology,,P
Sivas,,P
skivy,,D
Skopje,,P
skyer,,D
Slavic,,B
Slav,,P
sloganeer,,P
slough,,B
Slovakia,,P
Slovak,,sl'oUvAk
smallage,,B
snippet,,B
snowk,,D
snuggies,,P
solace,,B
solan,,P
solenoidal,,P
soler,,D
Solingen,,z'oUlIN@n
solitary,,P
Solomon,,P
solon,,P
sol,,P
somnambulance,,sQmn'ambj@l@ns
somnambulate,,sQmn'ambj@leIt
somnambulation,,sQmnambj@l'eIS@n
somnambulism,,sQmn'ambj@lIz@m
sonantic,,P
sonant,,P
Sondheim,,D
Sonora,,s@n'O:r@
sorb,,P
sororicide,,s@`'QrIsaId
sorority,,s@`'Qr@ti:
sowar,,P
spagyric,,P
Spalato,,sp'AlAtoU
spallation,,P
spalpeen,,P
specie,,P
species,,P
specific,,P
spectroscopist,,P
Spengler,,D
spermine,,P
spessartine,,P
spessartite,,P
spheroidal,,P
spicate,,P
spier,,sp'i@
spinach,,B
spinose,,P
spirant,,P
splenectomize,,P
splenectomy,,P
splenetic,,P
squabble,,B
squamose,,P
squamous,,P
stabile,,P
stabilization,,B
stadtholder,,P
Stakhanovism,,P
stakhanovite,,P
stalwart,,st'O:lw@`t
stalworth,,st'O:lw@`T
Sta,,O
stasimon,,st'asImQn
statutory,,P
stavesacre,,P
stearic,,P
stearin,,P
Stefan,,B
steil,,D
stenosed,,st@n'oUsd
stentor,,P
stephane,,D
stereography,,stEri:'Qgr@fi:
stereotropism,,stEri:'Qtr@pIz@m
stere,,st'i@
sterile,,st'ErIl
sterility,,B
sterilization,,B
Steuben,,D
stich,,st'Ik
stigmasterol,,P
stipellate,,P
stipel,,P
stirrup,,P
Stockhausen,,D
stoichiometry,,stOIki:'QmItri:
stomatologic,,stoUma#t@l'QdZIk
strangulation,,straNgj@l'eIS@n
strangury,,P
Strasbourg,,B
strata,,B
stratum,,B
strobila,,P
strobile,,str'oUbaIl
strobiloid,,D
strobilus,,stroUb'aIl@s
stromatic,,P
strontian,,P
strontia,,P
Sturmabteilung,,D
Suarez,,D
subadar,,P
subdual,,P
subduce,,P
subduct,,P
suberic,,P
suberin,,P
suberose,,s'u:b@`oUs
submergible,,P
submersible,,B
subordinate,,s@b'O:rd@nIt
subordinate,v,P
subordinative,,sVb'O:rdI#neItIv
subornation,,sVbO:rn'eIS@n
suborn,,s@b'O:rn
subpoena,,B
subsequence,,s'VbsIkw@ns
subsidiary,,P
substantiation,,B
substantival,,P
subtile,,P
succinct,,B
succulent,,s'Vkj@l@nt
Suez,,su:'Ez
Sulfonal,,s'Vlf@n@l
sulfurous,,B
sulfur,,P
sumatra,,P
Sumeria,,D
Sumerian,,B
superfluous,,P
superiority,,s@pi:ri:'QrIti:
superior,,s@p'i:ri:@`
suppletory,,P
supralapsarian,,su:pra#laps'e@i:@n
supra,,P
surface,,B
surfactant,,P
surreal,,B
surrealistic,,A
surrejoinder,,s3:IdZ'OInd@`
survey,v,A
Sverige,,D
swallow,,B
Swazi,,B
Swed,,B
syllabary,,s'Ila#bEri:
syllabication,,sIlabIk'eIS@n
syllabic,,B
symmetrical,,B
symmetry,,s'ImItri:,
syndesis,,s'Ind@sIs
syndicate,n,s'IndIkIt
synonymize,,sIn'QnImaIz
synonymous,,B
synonymy,,P
synsepalous,,P
Syriac,,P
Syria,,s'i@i:@
syringa,,P
syringomyelia,,P
syringomyelic,,P
systemically,,B
syzygal,,B
tachycardia,,A
tachygraphic,,takIgr'afIk
tachygraph,,t'akIgraf
tachygraphy,,P
tachylyte,,B
tachymeter,,P
tachymetry,,P
tachyphylaxis,,B
tachypnea,,P
Taegu,,t'aIgu:
Taejon,,t'aIdZ'Qn
ta'en,,P
tagmemic,,P
Tahitian,,P
Taiyuan,,t'aIjAn
Talmud,,P
tangential,,B
T'ang,,t'AN
Tannhauser,,D
tarakihi,,P
Taranto,,t'ArAntoU
tara,,P
taras,,D
tartare,,P
tartaric,,A
tartarous,,P
tatar,,A
Tataric,,P
tawie,,t'O:i:
tear,n,t'i@
teetotal,,P
Teide,,P
telautography,,tElO:t'Qgr@fi:
telegonic,,tEl@g'QnIk
telegony,,P
telegrapher,,P
telegraphy,,P
telemann,,D
telepath,,t'El@paT
telephony,,B
telestich,,P
teleutospore,,P
telos,,t'ElQs
temperamental,,tEmp@`@m'Ent@l
temperament,,t'Emp@`@m@nt
temporary,,P
tempura,,tEmp'Ur@
Temuco,,tEm'u:koU
tenace,,P
tenes,,D
tensile,,t'EnsIl
tenuity,,t@n'U:Iti:
terebinth,,t'Er@bInT
terpenic,,P
terpineol,,t3:p'Ini:O:l
terpsichorean,,t3:psI#k@`'i:@n
Terpsichore,,P
terrace,,P
terrane,,P
territory,,A
tertiary,,P
tertius,,D
testimony,,t'EstI#moUni:
tetracycline,,tEtr@s'aIkli:n
tetrafluoroethylene,,tEtr@flU@`oU'ET@li:n
tetragon,,t'Etr@gQn
tetramerous,,P
tetrameter,,P
tetrapodous,,tEtr'ap@d@s
Teucer,,A
Teutonic,,tU:t'QnIk
Teuton,,t'U:t@n
Tevere,,D
Teyde,,D
theaceous,,P
theandric,,Ti:'andrIk
thearchy,,P
theatric,,B
Thebaid,,P
thebaine,,P
thelitis,,P
theologian,,B
theorem,,P
theoretic,,A
theoretical,,P
theoretician,,Ti:@`I#t'IS@n
theorist,,P
theorize,,P
theory,,P
theretofore,,P
theriac,,B
therianthropism,,Ti@i:'anTr@pIz@m
theriomorphic,,Ti@I@m'O:rfIk
theriomorphism,,Ti@i:@m'O:rfIz@m
thermal,,B
thermionic,,T3:maI'QnIk
thermometer,,T@`m'QmIt@`
thermophile,,B
thermotropism,,T@`m'Qtr@pIz@m
Thorazine,,P
Thoreau,,D
thoric,,A
thorium,,A
Thorndike,,D
thorough,,A
thrasonical,,TreIs'QnIk@l
thyme,,B
tibiotarsus,,P
tical,,P
tilbury,,A
tippet,,B
tiramisu,,B
Tlaxcala,,P
Tobey,,D
Tob,,P
tomalley,,t'Qmali:
toman,,t@m'An
tomato,,B
tomnoddy,,P
tonga,,B
to,,O
topiary,,P
torchere,,P
toreador,,t'O:ri:@dO:r
tormentil,,P
tormentor,,tO:rm'Ent@`
torment,,P
Torquemada,,tO:rk@m'AD@
torques,,P
torrential,,tO:r'EnS@l
Torres,,D
torsel,,P
torsibility,,P
torsion,,P
torturous,,A
torula,,t'O:rj@l@
totemic,,P
totipalmate,,toUt@p'almeIt
totipalmation,,toUtI#palm'eIS@n
Tourcoing,,P
tourmaline,,t'Urm@lIn
tourmalinic,,A
toward,,t'oU@`d
towmond,,B
Toyama,,tO:jAm'A
Toyota,,tO:j'oUt@
tracheae,,P
tracheate,,tr'eIki:eIt
tracheidal,,P
tracheitis,,P
tracheophyte,,P
tracheoscopic,,P
tracheoscopy,,treIki:'Qsk@pi:
tracheostomy,,treIki:'Qst@mi:
tracheotomy,,treIki:'Qt@mi:
traditores,,P
Trajan,,P
traject,,P
trancedly,,tr'ansdli:
transferrin,,transf'ErIn
transformation,,P
transhumance,,P
transience,,B
transient,,B
transire,,P
transitory,,A
translative,,P
trapan,,P
treasure,,A
tremendous,,P
tremies,,P
treponema,,P
treponematosis,,P
tretinoin,,tr@t'InoUIn
Trevelyan,,trIv'Elj@n
triage,,tri:'AZ
tribrach,,P
tribunicial,,P
tributary,,P
trichina,,P
trichite,,P
trichitic,,P
trichloromethane,,P
trichomoniasis,,trIk@m@n'aI@sIs
trichosis,,P
trichotomic,,P
trichotomy,,trIk'Qt@mi:
trichroic,,P
trichroism,,P
trichromat,,P
triclinium,,P
tricot,,P
tricrotic,,P
tricrotism,,P
tricycle,,B
tridacna,,P
Tridentine,,traId'EntIn
triduum,,tr'IdZu:@m
trientes,,P
trigo,,P
triiodomethane,,P
trimeter,,tr'ImIt@`
trinitrocresol,,P
trinitrotoluene,,traInaItroUt'Qlju:i:n
tripalmitin,,P
triphibious,,P
triphyllous,,P
trisagion,,D
trisect,,P
trisepalous,,P
tristate,,P
triste,,P
tristeza,,P
tristful,,tr'IstfVl
tristichous,,tr'IstIk@s
tristich,,P
trithing,,P
triumvir,,P
troche,,tr'oUki:
trois,,D
trop,,D
tropine,,P
troposphere,,tr'Qp@sfi@
Truffaut,,P
trumpet,,B
tryst,,tr'aIst
Tudor,,t'U:d@`
tulip,,t'U:lIp
Tungusic,,tUng'u:zIk
Tungus,,tUNg'u:z
Tupungato,,tu:pu:Ng'AtoU
Turanian,,tU:r'eIni:@n
tureen,,tU:r'i:n
tushie,,P
tush,,t'VS
tushy,,P
Tutankhamen,,P
twibill,,P
twi,,P
tympan,,P
tyrannical,,B
Tyrian,,P
tyrocidine,,taIr@s'aIdi:n
ubique,,D
ubiquitary,,P
Ucayali,,P
Uccello,,D
Udall,,D
Udine,,P
ulcerative,,P
unctuous,,'VNktSu:@s
undecipherable,,P
unde,,D
undergraduette,,Vnd@`gradZu:'Et
unguent,,P
unguentum,,P
ungulate,,'VNgj@leIt
uniformitarian,,ju:nI#fO:rmIt'e@i:@n
uniformity,,ju:nIf'O:rmIti:
union,,P
unipotent,,P
unite,,B
univalent,,P
universality,,ju:nI#v@`s'al@ti:
upbraid,,B
uphroe,,P
urbanite,,P
urbanization,,P
urethroscopic,,P
usquebaugh,,B
usurious,,P
utilization,,B
Uzbekistan,,Uzb'EkIstan
Uzbek,,'UzbEk
Uzi,,P
vada,,P
Valentin,,D
Valeria,,B
valerianaceous,,B
valerianic,,B
valetudinary,,valIt'U:dI#nEri:
Valois,,D
varietal,,v@`'aI@t@l
varletry,,v'Arl@tri:
vasectomy,,P
vase,,v'eIz
vasoactive,,vasoU'aktIv
vaward,,v'AwO:rd
VAXes,,D
Veda,,P
vedette,,P
vegan,,B
vegetative,,P
veloce,,D
venosity,,P
venous,,P
ventilate,,P
ventilative,,P
ventil,,D
ventose,,P
ventriloquial,,P
Veracruz,,P
verbose,,P
verdi,,D
verdigris,,v'3:dIgri:s
Vereeniging,,f@`'eIn@k@N
verein,,P
versin,,P
vers,,P
verticillate,,v@`t'IsI#lIt
vesicatory,,A
vesicular,,vEs'Ikj@l@`
vesiculation,,v@sIkj@l'eIS@n
Vespucci,,P
veterinary,,A
vexillate,,P
vibratory,,v'aIbr@tori:
vice,,B
victimization,,B
victual,,P
vi,,D
Vidal,,D
vigil,,P
Vignola,,D
villeggiatura,,D
villose,,P
vinal,,P
vinic,,P
vinous,,P
violative,,P
viola,,vi:'oUl@
virile,,A
viscount,,B
Visigoth,,v'IzIgQT
vitae,,P
vitamin,,P
viva,,B
Vltava,,v'Vlta#v@
vocal,,B
voila,,B
volant,,P
volition,,P
voltameter,,vQlt'amIt@`
Volturno,,vQlt'u:rnoU
volvulus,,v'Qlvj@l@s
vomitory,,v'QmItori:
votaress,,v'oUt@`@s
votary,,P
voyeuristic,,P
voyeur,,vOIj'3:
vulcanological,,vVlk@n@l'QdZIk@l
wacke,,P
wada,,D
Wadai,,P
wadas,,D
waddy,,B
waesuck,,P
waffle,,B
Wagnerian,,vAgn'i@I@n
Wagnerite,,P
Wakayama,,wAkAj'AmA
Walgreen,,P
wallaba,,w'Ql@b@
wallaby,,w'Ql@bi:
waller,,D
wallet,,B
wallie,,D
Wallis,,w'QlIs
wally,,P
Walpole,,P
walrus,,w'O:lr@s
waltz,,w'O:lts
wangun,,P
wanion,,w'Qnj@n
wannabee,,P
wannabe,,P
wan,,w'Qn
wapentake,,w'Qp@nteIk
war,,A
waratah,,w'Qr@tA
was,,B
washeteria,,wQSIt'i:ri:@
Wassermann,,D
wasserman,,w'As@`ma#n
watch,,B
watt,,B
Watteau,,D
wattle,,B
wattmeter,,w'Qtmi:t@`
Weisshorn,,P
wejack,,P
Wellesz,,D
whap,,w'Qp
wharfinger,,w'O:rfIndZ@`
what,,A
whereabouts,,B
where'er,,P
wheresoe'er,,P
whirligig,,w'3:lIgIg
whodunit,,P
whoopee,,P
whorl,,w'3:l
Wichita,,w'ItSItO:
wicked,,B
Wickes,,D
Wiesenthal,,D
wisdom,,P
wiseacre,,P
wis,,P
wisteria,,B
women,,B
won,,B
wonga,,w'QNg@
Wong,,w'QN
wonk,,O
Woodrow,,P
woof,,w'Uf
worthy,,B
wretch,,B
wretched,,B
xanthine,,P
xenogenetic,,P
xenophobia,,zEnEf'oUbi:@
xenophobic,,B
Xenophon,,P
xeroderma,,P
xerographic,,B
xerosere,,P
Xhosa,,k'oUs@
Xian,,P
Xiaoping,,D
Yanomami,,B
Yaounde,,P
yeah,,j'E@
yean,,P
yeshiva,,j@S'i:v@
yperite,,P
yuan,,P
Zabrze,,P
zaibatsu,,z'aIbAtsu:
zaire,,zA'i:r
Zairian,,zA'i:ri:@n
zakat,,z@k'At
zakuska,,P
zaman,,P
Zama,,P
Zaporozhye,,P
zaptieh,,P
Zeffirelli,,D
zero,,P
zincic,,P
zincify,,z'INkIfaI
zine,,B
Zlatoust,,zl@tV'u:st
zodiacal,,P
zoetrope,,P
zonary,,P
zonate,,P
zonation,,P
zoography,,zoU'Qgrafi:
zoolatry,,zoU'Ql@tri:
zoologist,,zoU'Ql@dZIst
zoometry,,zoU'Qm@tri:
zoonosis,,zoU'Qn@sIs
zoophilous,,zoU'Qf@l@s
zoophobous,,zoU'Qf@b@s
zoophorus,,zoU'Qf@`@s
zootomy,,zoU'Qt@mi:
Zoroastrian,,zoroU'astri:@n
Zwingli,,B
Zwolle,,zv'O:l@
zygogenetic,,P
